Strassenklasse,Alter,Unfallklasse,Unfallschwere,Lichtverhältnisse,Verletzte Personen,Anzahl Fahrzeuge,Bodenbeschaffenheit,Geschlecht,Zeit (24h),Fahrzeugtyp,Wetterlage
nicht klassifiziert,45,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,3,nass / feucht,weiblich,1355,Auto,Regen
nicht klassifiziert,6,Passagier,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,5,1,nass / feucht,weiblich,109,Auto,Gut
nicht klassifiziert,49,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,3,2,nass / feucht,männlich,1943,Transporter,Gut
Bundesstrasse,38,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1028,Fahrrad,Gut
Bundesstrasse,16,Fussgänger,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,weiblich,1620,Auto,Gut
Bundesstrasse,36,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,2,2,trocken,männlich,2350,Auto,Gut
nicht klassifiziert,4,Passagier,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,1,Schnee,männlich,1720,Auto,Schnee
nicht klassifiziert,23,Fahrer,2,Tageslicht: Strassenbeleuchtung vorhanden,3,2,trocken,männlich,1455,Mottorrad (50cc),Gut
nicht klassifiziert,17,Passagier,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,6,2,nass / feucht,weiblich,2201,Transporter,Gut
nicht klassifiziert,32,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,Frost / Eis,weiblich,810,Auto,Regen
nicht klassifiziert,57,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1430,Fahrrad,Gut
nicht klassifiziert,22,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,4,2,trocken,weiblich,1600,Auto,Gut
Landesstrasse,30,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,4,2,trocken,weiblich,1505,Auto,Gut
Bundesstrasse,18,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,11,2,trocken,weiblich,1940,Bus,Gut
nicht klassifiziert,20,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,3,2,nass / feucht,weiblich,1615,Auto,Regen
Kraftfahrzeugstrasse,50,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,3,trocken,männlich,650,Auto,Gut
nicht klassifiziert,28,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1725,Auto,Gut
Bundesstrasse,56,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,nass / feucht,männlich,1513,Transporter,Gut (starker Wind)
Landesstrasse,35,Fussgänger,2,Tageslicht: Strassenbeleuchtung vorhanden,3,1,trocken,weiblich,1155,Auto,Gut
nicht klassifiziert,32,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,3,3,trocken,männlich,1330,Auto,Gut
nicht klassifiziert,49,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,5,2,trocken,männlich,2358,Auto,Gut
nicht klassifiziert,21,Passagier,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,1,trocken,männlich,145,Auto,Gut
nicht klassifiziert,17,Passagier,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,2,2,trocken,männlich,2305,Taxi,Gut
Bundesstrasse,56,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,nass / feucht,weiblich,2010,Auto,Gut
nicht klassifiziert,22,Fussgänger,2,Dunkelheit: Strassenbeleuchtung unbekannt,1,1,trocken,weiblich,2155,Auto,Gut
Bundesstrasse,20,Fahrer,2,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,2,trocken,männlich,1610,Fahrrad,Gut
Bundesstrasse,30,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,2,nass / feucht,männlich,730,Fahrrad,Regen (starker Wind)
nicht klassifiziert,42,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,835,Fahrrad,Gut
Landesstrasse,44,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,855,Auto,Gut
Bundesstrasse,36,Fussgänger,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,1,nass / feucht,weiblich,2100,Auto,Gut
Bundesstrasse,38,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,1,trocken,männlich,1705,Auto,Gut
Landesstrasse,70,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,männlich,1540,Auto,Gut
nicht klassifiziert,26,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,2,trocken,männlich,2048,Auto,Gut
Bundesstrasse,75,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,weiblich,1610,Auto,Gut
Bundesstrasse,46,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,weiblich,1400,Auto,Gut
Landesstrasse,59,Fussgänger,2,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,1,nass / feucht,männlich,1850,Auto,Gut
Autobahn,51,Passagier,1,Dunkelheit: Strassenbeleuchtung unbekannt,4,1,Frost / Eis,männlich,515,Kleinbus,Gut
nicht klassifiziert,38,Fussgänger,1,Tageslicht: Strassenbeleuchtung vorhanden,2,1,trocken,männlich,1710,Auto,Gut
Bundesstrasse,31,Passagier,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,3,4,trocken,weiblich,2350,Auto,Gut
Landesstrasse,41,Passagier,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,3,2,Frost / Eis,männlich,2110,Auto,Gut
Bundesstrasse,51,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,3,2,trocken,männlich,1448,Transporter,Gut
nicht klassifiziert,20,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,3,2,trocken,weiblich,1245,Auto,Gut
Bundesstrasse,29,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,900,Fahrrad,Gut
Bundesstrasse,22,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,männlich,1520,Auto,Gut
Landesstrasse,50,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,männlich,1638,Auto,Gut
nicht klassifiziert,32,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,männlich,1600,Auto,Gut
Bundesstrasse,65,Fahrer,2,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1527,Fahrrad,Gut
nicht klassifiziert,22,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,nass / feucht,männlich,1128,Fahrrad,Gut
Autobahn,41,Fahrer,2,Dunkelheit: keine Strassenbeleuchtung,1,1,nass / feucht,männlich,2346,Auto,Nebel
Bundesstrasse,82,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,nass / feucht,weiblich,907,Auto,Gut
nicht klassifiziert,16,Fussgänger,1,Dunkelheit: Strassenbeleuchtung unbekannt,1,1,trocken,weiblich,1720,Auto,Gut
nicht klassifiziert,63,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,nass / feucht,weiblich,1235,Auto,Gut
nicht klassifiziert,49,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,3,trocken,männlich,1915,Auto,Gut
nicht klassifiziert,31,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,5,2,trocken,männlich,2355,Taxi,Gut
Bundesstrasse,26,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,3,2,nass / feucht,männlich,1600,Auto,Regen
Autobahn,5,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,3,3,trocken,weiblich,1725,Auto,Gut
nicht klassifiziert,80,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,weiblich,1530,Bus,Gut
nicht klassifiziert,71,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,5,2,nass / feucht,männlich,1624,Auto,Gut
nicht klassifiziert,46,Fussgänger,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,männlich,1415,Auto,Gut
Bundesstrasse,22,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,2,1,nass / feucht,männlich,1448,Auto,Gut (starker Wind)
nicht klassifiziert,32,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,weiblich,1155,Auto,Gut
Bundesstrasse,23,Passagier,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,3,2,trocken,männlich,2200,Auto,Gut
nicht klassifiziert,30,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,nass / feucht,weiblich,1500,Auto,Gut
Autobahn,30,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,6,trocken,männlich,927,Auto,Gut
nicht klassifiziert,18,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,weiblich,1127,Auto,Gut
Bundesstrasse,81,Fussgänger,1,Dunkelheit: Strassenbeleuchtung unbekannt,1,1,trocken,weiblich,1725,Fahrrad,Gut
nicht klassifiziert,45,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,männlich,1740,Auto,Gut
Landesstrasse,20,Passagier,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,2,2,trocken,weiblich,1820,Auto,Gut
Bundesstrasse,26,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,3,nass / feucht,weiblich,900,Auto,Gut
Bundesstrasse,28,Fahrer,2,Tageslicht: Strassenbeleuchtung vorhanden,1,2,nass / feucht,männlich,725,Fahrrad,Gut
Bundesstrasse,72,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,weiblich,1215,Auto,Gut
Landesstrasse,28,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,weiblich,1115,Auto,Gut
nicht klassifiziert,14,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,3,2,trocken,männlich,1625,Auto,Gut
nicht klassifiziert,37,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1810,Auto,Gut
Kraftfahrzeugstrasse,59,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,weiblich,1355,Auto,Gut
nicht klassifiziert,18,Passagier,1,Dunkelheit: Strassenbeleuchtung unbekannt,3,2,trocken,männlich,2010,Taxi,Gut
Bundesstrasse,5,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,3,2,trocken,männlich,845,Auto,Gut
Autobahn,38,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,3,trocken,männlich,1650,Auto,Gut
nicht klassifiziert,27,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,männlich,715,Taxi,Gut
Bundesstrasse,41,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,weiblich,1705,Auto,Gut
nicht klassifiziert,24,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,2,trocken,weiblich,2300,Auto,Gut
nicht klassifiziert,12,Fussgänger,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,männlich,1835,Bus,Gut
nicht klassifiziert,85,Fussgänger,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,weiblich,2003,Auto,Gut
nicht klassifiziert,30,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,weiblich,1315,Auto,Gut
nicht klassifiziert,28,Fahrer,2,Dunkelheit: Strassenbeleuchtung unbekannt,2,3,trocken,männlich,56,Auto,Gut
nicht klassifiziert,64,Passagier,2,Tageslicht: Strassenbeleuchtung vorhanden,1,1,nass / feucht,weiblich,1200,Bus,Regen
nicht klassifiziert,73,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,nass / feucht,weiblich,705,Auto,Gut
nicht klassifiziert,30,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,2,2,trocken,weiblich,1915,Auto,Gut
Bundesstrasse,40,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,männlich,1755,Auto,Gut
Bundesstrasse,23,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,weiblich,1845,Auto,Gut
Bundesstrasse,32,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,3,2,trocken,weiblich,1425,Auto,Gut
Bundesstrasse,23,Passagier,2,Tageslicht: Strassenbeleuchtung vorhanden,2,1,trocken,männlich,1545,Auto,Gut
nicht klassifiziert,42,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,845,Fahrrad,Gut
nicht klassifiziert,25,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,weiblich,1610,Auto,Gut
nicht klassifiziert,19,Passagier,1,Dunkelheit: Strassenbeleuchtung unbekannt,3,1,nass / feucht,weiblich,310,Taxi,Regen
nicht klassifiziert,67,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,weiblich,1600,Auto,Gut
Bundesstrasse,17,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,5,3,trocken,männlich,1110,Auto,Gut
Bundesstrasse,26,Passagier,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,3,nass / feucht,weiblich,1915,Auto,Gut
Bundesstrasse,51,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,2,1,trocken,männlich,2050,Mottorrad (500cc),Gut
Bundesstrasse,50,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,weiblich,1135,Transporter,Gut
nicht klassifiziert,26,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,2,trocken,männlich,2340,Fahrrad,Gut
nicht klassifiziert,5,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,5,2,nass / feucht,männlich,1624,Auto,Gut
Bundesstrasse,26,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,2,trocken,weiblich,2019,Auto,Gut
nicht klassifiziert,6,Fussgänger,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,weiblich,1945,Auto,Gut
Bundesstrasse,46,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,2,nass / feucht,männlich,1939,Fahrrad,Gut (starker Wind)
nicht klassifiziert,35,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,weiblich,1140,Auto,Gut
nicht klassifiziert,24,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,männlich,1112,Taxi,Gut
nicht klassifiziert,5,Fussgänger,2,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,männlich,1820,Auto,Gut
Bundesstrasse,35,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,nass / feucht,männlich,1810,Mottorrad (500cc),Regen
nicht klassifiziert,11,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,männlich,1440,Auto,Gut
Bundesstrasse,53,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,2,2,trocken,männlich,1745,Auto,Gut
Bundesstrasse,34,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,nass / feucht,weiblich,925,Auto,Gut
nicht klassifiziert,20,Fahrer,2,Tageslicht: Strassenbeleuchtung vorhanden,6,4,trocken,männlich,1405,Auto,Gut
nicht klassifiziert,19,Fussgänger,2,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,1,nass / feucht,männlich,153,Taxi,Gut
nicht klassifiziert,20,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,männlich,1125,Auto,Gut
nicht klassifiziert,20,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,3,2,trocken,männlich,1841,Auto,Gut
Bundesstrasse,45,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,3,2,trocken,weiblich,1205,Auto,Gut
nicht klassifiziert,50,Fussgänger,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,männlich,1130,Auto,Gut
nicht klassifiziert,12,Passagier,1,Dunkelheit: Strassenbeleuchtung unbekannt,1,3,trocken,weiblich,1720,Auto,Gut
nicht klassifiziert,44,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,männlich,1215,Transporter,Gut
nicht klassifiziert,48,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,3,2,trocken,weiblich,1305,Auto,Gut
nicht klassifiziert,34,Passagier,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,5,1,nass / feucht,männlich,2140,Auto,Regen
Bundesstrasse,21,Fahrer,2,Dunkelheit: Strassenbeleuchtung vorhanden und nicht beleuchtet,1,1,trocken,männlich,742,Mottorrad (125cc),Gut
nicht klassifiziert,45,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,weiblich,1700,Bus,Gut
Bundesstrasse,41,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,3,2,trocken,weiblich,955,Auto,Gut
Autobahn,24,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,nass / feucht,männlich,718,Auto,Gut
Bundesstrasse,24,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,1,nass / feucht,männlich,1448,Auto,Gut (starker Wind)
Autobahn,21,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,männlich,1445,Auto,Gut
nicht klassifiziert,14,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1005,Fahrrad,Gut
Bundesstrasse,17,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,weiblich,1350,Bus,Gut
nicht klassifiziert,47,Fahrer,2,Tageslicht: Strassenbeleuchtung vorhanden,2,3,nass / feucht,männlich,930,Mottorrad (500cc),Regen
nicht klassifiziert,7,Fussgänger,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,nass / feucht,weiblich,1500,Auto,Gut
Kraftfahrzeugstrasse,38,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,3,3,trocken,männlich,1551,Auto,Gut
Bundesstrasse,34,Passagier,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,4,2,nass / feucht,männlich,2320,Auto,Gut
nicht klassifiziert,15,Passagier,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,3,1,trocken,weiblich,2350,Auto,Gut
nicht klassifiziert,4,Fussgänger,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,nass / feucht,männlich,1730,Auto,Gut
nicht klassifiziert,20,Fussgänger,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,männlich,1320,Auto,Gut
Bundesstrasse,70,Fussgänger,2,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,1,trocken,männlich,1720,Auto,Gut
nicht klassifiziert,21,Fussgänger,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,männlich,1630,Bus,Gut
Bundesstrasse,55,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,3,2,nass / feucht,männlich,1154,Auto,Gut
Landesstrasse,12,Fussgänger,1,Tageslicht: Strassenbeleuchtung vorhanden,2,1,trocken,weiblich,1800,Auto,Gut
nicht klassifiziert,21,Fahrer,2,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1500,Mottorrad (50cc),Gut
Bundesstrasse,29,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,3,2,trocken,weiblich,2242,Auto,Gut
Bundesstrasse,33,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,5,2,trocken,männlich,1855,Auto,Gut
nicht klassifiziert,54,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,männlich,1730,Auto,Gut
Landesstrasse,43,Fussgänger,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,weiblich,1210,Auto,Gut
nicht klassifiziert,85,Passagier,1,Dunkelheit: Strassenbeleuchtung unbekannt,1,1,trocken,männlich,1750,Bus,Gut
Bundesstrasse,80,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,männlich,1040,Bus,Gut
nicht klassifiziert,58,Fahrer,2,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,815,Fahrrad,Gut
nicht klassifiziert,19,Passagier,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,3,2,nass / feucht,männlich,1955,Auto,Gut
Landesstrasse,29,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,2,trocken,männlich,2150,Auto,Gut
Bundesstrasse,42,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,weiblich,830,Fahrrad,Gut
nicht klassifiziert,29,Fahrer,2,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,745,Fahrrad,Gut
Bundesstrasse,54,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,3,2,nass / feucht,weiblich,1530,Auto,Schnee
Bundesstrasse,48,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,männlich,1330,Auto,Gut
Bundesstrasse,26,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,nass / feucht,männlich,830,Auto,Regen
nicht klassifiziert,62,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,3,trocken,männlich,1320,Auto,Gut
nicht klassifiziert,50,Passagier,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,2,2,trocken,männlich,1850,Auto,Gut
Bundesstrasse,52,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,7,4,trocken,männlich,1600,Auto,Gut
Autobahn,38,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,3,trocken,männlich,1820,Auto,Gut
Bundesstrasse,15,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,2,nass / feucht,männlich,1700,Fahrrad,Regen
Autobahn,34,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,3,7,trocken,männlich,813,Auto,Gut
nicht klassifiziert,50,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,2,3,trocken,männlich,1325,Auto,Gut
nicht klassifiziert,23,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,männlich,1625,Auto,Gut
Bundesstrasse,32,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1730,Fahrrad,Gut
nicht klassifiziert,38,Fahrer,1,Dunkelheit: Strassenbeleuchtung unbekannt,1,2,nass / feucht,männlich,2130,Fahrrad,Gut
Bundesstrasse,55,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,3,2,nass / feucht,männlich,2117,Auto,Regen
Autobahn,24,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,4,trocken,männlich,1555,Auto,Gut
Bundesstrasse,48,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,3,3,nass / feucht,männlich,1215,Auto,Gut (starker Wind)
nicht klassifiziert,38,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,weiblich,1625,Auto,Gut
nicht klassifiziert,6,Fussgänger,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,männlich,1810,Auto,Gut
nicht klassifiziert,18,Fahrer,2,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,männlich,2055,Mottorrad (50cc),Gut
nicht klassifiziert,64,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,3,2,trocken,weiblich,840,Auto,Gut
Bundesstrasse,20,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,3,nass / feucht,männlich,2240,Auto,Regen
nicht klassifiziert,48,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,3,nass / feucht,weiblich,1015,Auto,Gut
Autobahn,44,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,4,trocken,männlich,740,Auto,Gut (starker Wind)
Bundesstrasse,21,Fussgänger,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,weiblich,2041,Auto,Gut
nicht klassifiziert,43,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,2,nass / feucht,männlich,2129,Auto,Regen
Bundesstrasse,24,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,1,nass / feucht,männlich,2215,Mottorrad (125cc),Regen
nicht klassifiziert,84,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,weiblich,1700,Auto,Gut
Landesstrasse,2,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,2,3,trocken,weiblich,1115,Auto,Gut
Bundesstrasse,36,Passagier,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,4,3,nass / feucht,weiblich,1950,Auto,Gut
Bundesstrasse,50,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,2,2,nass / feucht,weiblich,2120,Auto,Regen
Landesstrasse,35,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und nicht beleuchtet,1,1,trocken,männlich,35,Auto,Gut
nicht klassifiziert,40,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,männlich,1430,Auto,Gut
nicht klassifiziert,24,Fussgänger,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,2,1,nass / feucht,weiblich,125,Auto,Gut
nicht klassifiziert,45,Fahrer,1,Dunkelheit: Strassenbeleuchtung unbekannt,1,2,trocken,männlich,2129,Auto,Gut
Bundesstrasse,26,Fahrer,2,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1040,Fahrrad,Gut
nicht klassifiziert,16,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,Frost / Eis,weiblich,1107,Auto,Schnee
Autobahn,29,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,3,2,trocken,männlich,2005,Auto,Gut
Bundesstrasse,21,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,weiblich,1655,Auto,Gut
Bundesstrasse,38,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,3,2,trocken,weiblich,1020,Auto,Gut
nicht klassifiziert,18,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,2,1,nass / feucht,männlich,2005,Auto,Gut
Autobahn,64,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1720,Auto,Gut
nicht klassifiziert,16,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1450,Mottorrad,Gut
nicht klassifiziert,19,Fahrer,2,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,männlich,840,Mottorrad (50cc),Gut
